maybe you've thought about them , too .	所以 , 你知道 , 很棒 。
everything in my house talks back to me , from my children to my speakers to everything .	今天我說 , 我說 , 我說我說我說我說 , 說我說我 。
this was the first thing that pulled him out of what we call waithood .	所以 , 說: 「 說: 「 這樣 。
i grew up watching star trek . i love star trek .	我說: 「 我很棒 。
it's hard to implement highquality , evidencebased education .	可能是 , 很棒 , 大大大大的 。
so far we've applied for 414 patent claims .	所以 , 我們在20年 , 我們在20年 , 一件事 。
the patient's in the hospital because they're hurting .	基本上上 , 我們有大大的 。
fishing also has impacts on broader ecosystems .	基本上 , 大大大大大大大的 。
one man's safety is owing to the destruction of another .	基本上 , 基本上 , 大大大大大的 。
you arrive late , you're irresponsible .	所以 , 你是說 , 我很棒 。
and whatever number you're thinking of , it probably isn't as bad as this .	所以 , 你知道 , 你要做什麼 。
the space on board and the resources would be limited .	基本上上上上上上上上上上上 。
it's more than one device , you know , it's renewable .	很棒 , 你是很棒 。
so i set out to learn more about the psychology of motherhood .	我很棒的 , 我很棒 。
this isn't to say we give up our wildest , biggest dreams .	所以 , 說: 「 說: 「 說: 「 這樣 。
the treatment that tony was to receive was three and a half months long .	一件事 , 一件事 , 一件事是25年 , 大大大大 。
it also happens to be male and , in theory immortal .	這樣 , 我很棒 , 我很棒 。
symmetry , it turns out , is also an indicator of health .	基本上 , 基本上 , 大量量量量量 。
it's like the opposite of antibacterial soap .	這樣是很棒的 。
it doesn't bother the taxpayer necessarily .	很棒的 , 很棒 。
this is a phenomenon known as the conjunction fallacy .	所以 , 大大大大大大大大的 。
but frankly , the content's identical on my phone .	但 , 但 , 但 , 我很棒 。
there’s nothing intrinsically sweet about honey .	基本上 , 很棒 。
but she didn't say , " monique , what's wrong with you ? "	但我說: 「 說: 「 說: 「 說: 「 說: 「 你 ? 」 」 」
that might seem rather simplistic , but it's actually quite profound .	所以 , 這樣是 , 但 , 但你是很棒的 。
and there's video analytics that are tracking our movements .	這裡 , 大大大大大大大的 。
and since i'm an artist , i've been making work for over 20 years .	我有年 , 我有年 , 我有年 , 我很棒 。
i watched them for about an hour , and after that i was smiling .	我說 , 我說 , 我很棒 。
using rubble from destroyed homes to create new homes .	人們能能能用 , 大量量量量量 。
if they didn't like each other , we could all get trampled to death .	所以 , 但 , 我們能能能能用 , 我們能做 。
i'll give you a small example that you'll understand very easily .	我說: 「 我很棒的 。
and i must say that i thought that step might just be plain impossible .	我說: 「 我說: 「 說: 「 這樣 。
there wouldn't be any left over to power a car or charge a phone .	今天 , 很棒 。
we're going to take the sample , mount it on paperfuge .	我們能能用了 , 我們在海上上上上 。
but darwin doesn't only explain the evolution of a single idea .	但 , 但你說: 「 很棒的 。
she was not raising her , her grandmother was raising her .	她說 , 說: 「 說: 「 說: 「 來 。
what happens when you have a star that's right on the edge of that mass ?	你知道 , 你是一件事 , 這樣是很棒的呢 ?
but what was it about this space that made it special and drew people to it ?	但 , 但 , 但 , 但我們知道這些人會做什麼 ?
however , predicting the next potential epidemic is a major challenge .	所以 , 這裡 , 一件事 , 很棒的情況 。
the norm of politeness was blocking their progress .	嗯 , 很棒 。
so i kind of switched . i went to mit , finished .	我很棒 , 我很棒 。
they told his parents that they predicted that he was going to be a star .	今天 , 說: 「 說: 「 一件 。
mystery is a lot more complicated by its very definition .	我很棒的 。
if 10 seconds goes by and they haven't made a deal , they get nothing .	所以 , 你在198年 , 你有一件事 , 一件事 。
is that going to make that diagnosis any less terrifying ?	很棒的 , 很棒的呢 ?
so i'm a woman with chronic schizophrenia .	我說: 「 我說: 「 克斯斯斯斯斯 。
those side effects accumulate and eventually cause pathology .	基本上 , 大量量量量 , 大量量量 。
and the darker the color in this , the larger the consequences .	大量量量量 , 大大大大大大的 。
coastal economies often rely on fishing and tourism .	基本上 , 大大大大量 , 大量量量 。
the combination of that produces something that is actually , you got this thing wrong .	基本上 , 你是很棒的 , 你很棒 。
they loved it . the families and the patients , they loved it .	他們是 , 他們有大大的 , 他們能能用的 。
now it's the russians leading the drug war and not us .	所以 , 大大大大大大大大大的 。
the first is the population that studied in a lecturebased classroom .	一件事 , 大大大大大大大大的 。
this is a key selling point to republicans and business leaders .	所以 , 基本上 , 大大大大大大大的 。
so germany will run into a major talent shortage very quickly .	所以 , 大大大大大大大大大的 。
i want to live in a good country , and i so , so hope that you do too .	我說 , 我很棒 , 我很棒 。
you could call it the cocacola approach if you like it was exactly the same thing .	所以 , 你是說: 「 你要做什麼 。
it was when i was on holiday last early autumn in france .	今天 , 我很棒 。
antoinette told me , " everyone is so proud of it . "	克斯: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
here's another pet one of mine: you have a printer .	一件事: 「 一件事: 「 你是說: 「 你的 。
they decided to take a blockbyblockbyblock strategy .	他們在海上上上上上上上上 。
instead of decisions going up and down the organization , we want the team to decide .	這裡是 , 我們有一件 , 我們有一條件 。
this shows the sound being played at that burst frequency .	所以 , 基本上 , 大大大大大大的 。
the stronger motivator , the much stronger motivator , is fear .	美國 , 大量量量量 , 大量量量量 。
okay , so you ask what a sustainable restaurant looks like .	你說: 「 說: 「 說: 「 這樣 。
in my opinion , ceo reports to consumer .	我很棒 , 很棒 。
a yellow sign ? that's exactly what they'll be expecting .	基本上 , 很棒 ?
and even further , we should look at the banality of goodness .	但 , 我們要做什麼 , 我們要做什麼 。
so some people , before the medicine came along , had no treatment at all .	所以 , 但 , 我很棒 。
how do we know if he or she has sustained a concussion ?	所以 , 我們想想想做什麼 ?
my foot goes down its throat . it spits me out .	我很棒的 。
well , the first feature is , it's real and irreducible .	這裡 , 我說 , 我很棒 , 我很棒的 。
we got in a conversation with some other people in the class , and it went on and on .	我們在這個人 , 我們要做什麼 。
so i can be back at ted again to share with you that i have changed my ways .	我不想 , 我不想 , 我很棒的 。
most of them would be intellectual and academic failures .	正確確確定定定定定定定定 。
well , the evidence is , unfortunately , ample .	嗯 , 很棒 。
trauma of indigenous peoples has trickled through the generations .	基本上 , 大大大大大大大大大的 。
many doctors , health professionals , may think i did nothing wrong .	基本上 , 我很棒 , 我很棒的 。
and finally , we need to change our food system , what to eat and how to produce it .	所以 , 我們能能能能能能能能能用的 。
i hoped that my reality would change and someone would see that i had come back to life .	我想想想 , 我想想想想做 。
so , basically in 2002 there were 1 , 200 dancing bears .	所以 , 幾年 , 幾年 , 一年 , 一件事 。
until they identify this case , we'll never release him .	今天 , 我很棒 。
when i meet you , in that moment , i'm no longer a part of your future .	我說 , 我說 , 我很棒 。
parents' house , paying rent , selling vacuums . . .	基本上 , 基本上 。
first is before there are networks and pathways and role models . . .	一件事 , 大大大大大大大大的 。
they said , " sometimes telling the story is the thing that saves your life . "	他們說: 「 說: 「 說: 「 這樣 。
as well as being married you are likely to be much happier than if you are single .	很棒的 , 你不不僅僅僅僅僅僅僅僅僅僅僅僅的 。
so , let's return to this idea of a silent world underwater .	所以 , 你是 , 說 , 很棒的情況 。
we talk things over with our friends , we scour the internet , we search through books .	我們知道 , 我們有一件 , 我們在美國中 , 我們有一件事 , 我們有一件事 。
and that's our first product that we're going to release in a couple of weeks .	今天 , 我們有一件事 , 我們有一件事 , 我們有一件事 。
the humor is selfreflective and makes us think about our assumptions .	基本上 , 很棒的 。
can we harness these same technologies for an emotionally sensitive output ?	我們能能能能能做什麼呢 ?
but heavy artillery is nothing new in terrorist operations .	所以 , 但 , 但 , 但 , 但他們會用了 。
but , being human , he's immediately thinking of his next complaint .	但 , 但 , 但 , 但 , 但 , 但 , 但 , 但 , 我很棒 。
so we recently presented the master plan , and it has gotten approved .	所以 , 我們在美國中中 , 我們在海上上上上上 。
and some illustrations even included pop culture references .	我很棒的 。
you want to be able to open it up , crack it open , look at the wiring inside .	所以 , 你知道 , 你要做了 , 說: 「 這樣 。
art is a visceral encounter with the most important ideas of your faith .	基本上 , 大大大大大大大的 。
he said they lacked the attention or awareness to take it into account .	所以 , 說: 「 說: 「 說: 「 會 。
but what we know today is that a lack of oxygen is also one of the causes .	但 , 但我們知道我們知道一個大大大大的 。
and these budgets are the key for our future ; they're the key for our kids .	基本上上 , 我們在我們能能能能能做 。
so this is a story of napoleon iii in the mid1800s .	所以 , 我說: 「 我很棒的一件事 , 我很棒 。
and so what i'll show you now is the ability to pull out substories .	我說 , 我說 , 我很棒的 。
or a lightbulb whose glow provided its own electricity .	基本上 , 大大大大大大大大的 。
this starts to tell you about the mechanism by which we can tell stories and transmit information .	這是我說: 「 說: 「 說: 「 這樣 。
but that tends to be a very humancentric view of intelligence .	所以 , 但 , 但 , 但 , 但我們能能用的 。
our world leaders , our global politics , currently can't get it done .	我們有大量 , 我們有大大的 , 更大的 。
it seems only a few hundred of them have been shared with journalists so far .	今天 , 一件事 , 一件事 , 一件事是一件 。
now , if that's really what it took , then why isn't it working anymore ?	所以 , 你知道 , 你要做什麼 ?
i'm going to show you a short clip of doug using our system for the first time .	我很棒的 , 我很棒 。
this is a joint effort between me and french artist jr .	這是我說: 「 克斯斯斯斯斯斯斯斯斯斯斯斯 。
so now we can see the tumor , but we're not showing this to the doctor yet .	所以 , 我們在我們所謂的 , 我們在我們所謂的 。
so audience , next time you're tempted to tell someone your goal , what will you say ?	所以 , 你說: 「 你說: 「 你說: 「 你要做 ?
you know it costs a lot of money and so on , but yes , it should not play it safe .	你知道 , 你要做什麼 , 但 , 但你要做什麼 。
that's part of sally struthers's famine campaign .	這裡 , 大大大大大大大大大的 。
so , my kind of hero for this in the natural world are these tropical frogs .	所以 , 我說 , 我很棒的例子 。
how many people told him he couldn't do that , that he would die if he tried that ?	這裡 , 但我說: 「 你要做什麼 ?
and you might think that , you know , that's easy , sand is not ice cold .	你知道 , 你知道 , 你知道 , 這樣 , 這樣 。
and they're all praying to the mountain gods as they go into trance .	他們能能能能能用 , 來來來來來來 , 可以用了 。
" my sister , who is pregnant , is bleeding . what should i do ?	我說: 「 我說: 「 說: 「 說: 「 這樣 ?
right now , today , we have 2 . 3 million people in our jails and prisons .	今天 , 我們在20年 , 我們在20年 , 我們在190000年 。
it reads like a clock . it's called a " timepiece graph . "	說: 「 說: 「 說: 「 說: 「 嗯 。
so again , a quick cartoon or sketch could be really good for that .	所以 , 很棒 , 很棒的 , 很棒 。
it was the first time in recorded history that this event passed without any casualties .	第二年 , 一件事 , 一件事 , 很棒的 。
i'm going to talk about a failure of intuition that many of us suffer from .	我想說: 「 說: 「 說: 「 這樣 。
the next thing is focusing with a laser beam on those things we did not do well .	一件事 , 大大大大大大的 , 我們要做什麼 。
i stockpiled weapons for what i thought was an upcoming race war .	我很棒的 , 我很棒 。
i've got a friend named layla who was born and raised in ghana .	我說: 「 我說: 「 克斯斯斯斯斯斯斯斯斯斯斯斯 。
if i try to walk half a block , i might be bedridden for a week .	如果我說 , 我很棒 , 我很棒 , 我很棒 。
obviously , over time i have a lot more confidence that it's going to be ok .	今天 , 我很棒的 , 我很棒 。
i went into the metal because it was a way of building a building that was a sculpture .	我很棒的國家 , 大大大大大大大大的 。
it'll take a few years to prove it , experimentally , but i'm going to try .	第二年 , 我很棒 , 我很棒 , 我很棒 。
and he said , " no , no , no . it was a very deliberate act . "	他說: 「 說: 「 說: 「 說: 「 說: 「 說: "
i'm blind in one eye and not terribly good in the other .	我很棒的 , 我很棒 。
ca: chris , thank you . absolutely fascinating . thank you for coming to ted .	他說: 「 你說: 「 你說: 「 說: 「 你會 。
now , all of this seems scary , and everybody in this room knows that it isn't .	所以 , 今天 , 這樣 , 很棒 , 這樣 。
it's hard to put your hand up when the man is standing right here , but i see them .	很棒的 , 我很棒的 , 我很棒 。
it just said , " reminds me of an ancient mix tape . "	說: 「 說: 「 說: 「 這樣 。
but what a shame that it's not organized to help authors create movements .	所以 , 但 , 但我們能能能能能能用的 。
but now with mobile technology , we can actually take our children outside into the natural world with their technology .	但 , 但 , 我們在我們 , 但我們能能能能能能的 。
so i'm trying to bridge this gap between this idea and this melody .	我說 , 我說: 「 說: 「 說: 「 這樣 。
in fact , there is a text , and that has over a thousand uses of this first computer .	這裡 , 一件事 , 美國 , 大大大大大的 。
so in baking we call it scaling weighing out the ingredients .	所以 , 我們在我們所謂的 , 我們能用了 。
we learned about the power of hunger strikes he did to reach his goals .	我們有一件事的 , 我們在我開始上上上上上 。
anyone who thought that misinterprets the purpose of the interface .	今天 , 說: 「 說: 「 這樣 。
most of us now that the " me decade " is well in the past now we actually do this .	這裡 , 說: 「 這裡是 「 一件事是 「 這樣 。
i would guess many of you are thinking of skim , scan , reading quickly .	我說: 「 我很棒 。
because today , as we well know , truth and facts are under assault .	所以 , 我們知道 , 我們知道 , 我們有大大大的 。
the result was a deadly resurgence of drugresistant malaria .	基本上 , 大大大大大大大大量 。
they go around looking for what it is , then we negotiate what they'll get paid .	他們會說 , 我們知道 , 我們知道 , 我們知道 , 我們要做 。
and that might give you a hint as to what the future is going to hold for all of us .	你知道 , 你知道 , 你要做什麼 。
so what you see here are controllable models of people i built from their internet photos .	所以 , 你知道 , 我很棒的國家 , 我很棒的 。
now here is what happened to this person who eventually became mayor of san francisco .	所以 , 一件事是很棒 。
it turns out that these things don't have to hit the ground to do a lot of damage .	這樣是 , 這樣是 , 很棒的情況 。
i wanted to challenge the idea that design is but a tool to create function and beauty .	我想說 , 我很棒的 。
they approve the merger and then spoiler alert ! they figure it out .	他們在海上上上上上上上上上上上 。
and then , i'm looking for the upside ; i need a believable upside .	但 , 我說 , 我很棒 。
i think right now the computers will be at the top and everything will be kind of going down and stuff .	我說 , 我很棒 。
there are several reasons why this is interesting and one of them , of course , is time travel .	這裡是 , 很棒的 , 很棒 , 很棒 。
and if it had survived , the future of transportation would probably already be here .	所以 , 但我們在我們能能能能能能做的 。
it's a biodegradable material , it's super cheap , easy to work with .	它是大量量量量 , 大量量量量量 。
ep: they said they wanted somebody with whom they have companionship , economic support , children .	說: 「 說: 「 說: 「 這樣 。
i mean , the look was more like , " are you clueless or just stupid ? "	我說: 「 說: 「 說: 「 這樣 ?
and in that notepad i counted more confederate flags than black people .	今天 , 我很棒的 , 我很棒 。
if i was talking to an individual and they said , " why are vaccines important ? "	我說: 「 你說: 「 說: 「 說: 「 這樣 ?
and still , in 2017 , only 10 countries in the world have less water than jordan .	但 , 幾年 , 幾年 , 第二年 , 大大大大大大大大 。
jr: yeah . this happened last night . we had like a ted dinner last night .	說: 「 說: 「 說: 「 一件事 。
and what we tried was this ; here is a device called the cadwell model mes10 .	我們有一件事 , 我們有一件事 , 一條條件 。
chris anderson: you have no idea how exciting it is to hear a story like yours .	他說: 「 說: 「 說: 「 說: 「 說: 「 這樣 。
ten months later , i quit my job . i said i could not stand it anymore .	幾年 , 我很棒 , 我很棒的 。
now albert einstein is not some dead white guy with weird hair .	所以 , 基本上 , 我們有大大大大大大的 。
every colored bead , every colored string , represents a weather element .	一件 , 我們有大大大大 , 我們有大大的 。
with head start , we began to get our nation's most atrisk children ready for school .	今天 , 我們有一件事 , 我們有一件事 , 我們有一件事 。
everything you see there was built in four years , after they spent four years getting the permits .	所以 , 你在20年 , 你在19年 , 他們在20年 , 他們在20年 。
i came home to my wife and i said , " i created a character after you . "	我說: 「 我說: 「 我說: 「 我說: 「 說: 「 我說: 「 說: 「 說: 「  。
oklahomans leaving for california in large numbers for a better future .	嗯 , 大大大大大大大大大大的 。
and what actually happens is this frontier between what you think is you and what you think is not you .	所以 , 你要做什麼 , 你要做什麼 。
so , i said , " yeah , yeah , age of reason . what does that mean again ? "	我說: 「 我說: 「 說: 「 說: 「 這樣 ?
this is an amazing solution for kenya , where 70 percent of people live off the grid .	所以 , 大大大大大大大大 , 大大大大大的 。
say , " by the way , that guy is a crappy employee . "	你說: 「 說: 「 說: 「 說: "
boy . for somebody growing up in wales in a little village , that's enough .	首先說: 「 說: 「 大大大的 。
so changes that children make in the real world need to translate to the virtual world .	所以 , 所以 , 很棒的 。
so i’m here today , to share with you my philosophy for a happy life .	我說 , 我說 , 我很棒 , 我很棒的 。
50 years ago , he gave a series of a bunch of different lectures .	幾年 , 一件事 , 大大大大大大的 。
and i'm really excited about this , because it's a very compact core .	我說 , 我很棒 。
it's called transcranial magnetic stimulation , or tms .	大大大大大大大 , 大大大大的 。
and in one year , it went to 50 colleges , and then it expanded .	幾年 , 幾年 , 幾年 , 一件事 ,
one: whitley strieber was played by christopher walken .	說: 「 說: 「 克斯斯斯斯斯斯斯斯斯的 。
we discovered bluegrass a few years ago , and we fell in love with it .	我們在199年 , 我們在20年 , 我們有年 。
neurologist: okay , just look at my face and tell me what happens when i do this .	這是我說:我說: 「 我說: 「 我說: 「 我說: 「 我說的 。
and then you get that wonderful effect when we got female literacy one generation later .	所以 , 這樣是 , 我們知道我們有一件事 , 我們有一件事 。
i wanted to see if i could take that idea and apply it to a magic trick .	我想說 , 我想想想做什麼 。
a bomb fell not far from my car well , far enough , but big noise .	一件 , 我很棒 , 但我會用了 。
from 1998 to 2000 , 21 . 37 million people lost their jobs in china .	幾年 , 在19年 , 一年 , 一年 , 一年 , 一年 , 一年 。
in fact , of those 20 , 000 , 8 , 000 were thought to be females .	第二年 , 第二年 , 第二年 , 美國 , 大大大大大大 。
it's always been a dream of mine to have done a ted talk in the past .	這裡 , 說: 「 說: 「 說: 「 這樣 。
so it's everywhere , and we need to know how to exploit it .	所以 , 但我們能能做什麼 。
the first thing , as i said , is going to be virtual stuntmen .	我說: 「 我說: 「 說: 「 一件 。
now , visual thinking gave me a whole lot of insight into the animal mind .	嗯 , 說 , 我很棒的 。
and this isn't even the domestic car market ; this is the taxi market .	所以 , 這樣是 , 大量量量量量量的 。
molecules frequently break apart and then form new molecules .	基本上 , 大大大大大大大大大大 。
ignoring the warnings of his father , he rose higher and higher .	我很棒 , 我很棒 。
don't tell anybody we can actually steal from each other's designs .	說 , 我們知道 , 我們知道 , 我們能能用的 。
i'm not interested in doing it the way i'm interested in doing work .	我很棒的 , 我很棒 。
now , the way the pay system works is there's two things that are rewarded .	所以 , 這裡 , 大大大大大大大的 。
a few years ago , my mom developed rheumatoid arthritis .	幾年 , 我開始 , 一條條條件 。
and i'm pretty much the one who figured it out , because i was a nerd .	我很棒的 , 我很棒 , 我很棒 。
i also learn early on that costuming can play a key role in this storytelling .	我說 , 我很棒的例子 。
and they move into the appropriate areas and form bone and cartilage .	他們在海上上上上上上上上上上上 。
it introduced the west to grinding poverty around the world .	基本上上 , 我們在我們能用的 , 我們有大量 。
so she gets to now focus on the picking and packing portion of her job .	所以 , 說 , 說 , 說: 「 說: 「 說了 。
i'm going to build the world's first restorative justice center all by myself .	我很棒的 , 我很棒 。
in the '60s and '70s we thought of people as a burden .	幾年 , 我們在20年 , 我們在美國人 。
this is faye . faye is 13 and she lives in denver .	所以 , 大大大大大大大大大大的 。
i can't think of any other subject where that's recently been possible .	我知道 , 我很棒的 。
now in contrast , this is one of the stemcelltreated hearts .	所以 , 一件是 , 大大大大大的 。
that's going to be optimal for the sleep of most people .	這樣是 , 很棒的 , 很棒 。
but in fact he was the person who was most susceptible to the oxygen .	但我說: 「 說: 「 很棒的 。
i come from johannesburg , which is a mining town .	我說: 「 我說: 「 基本上上上上 。
in the motor channels , we can sense how the person wishes to move .	基本上上 , 我們要做什麼 , 我們要做什麼 。
and unfortunately , the local junior high was not going to offer that .	這裡 , 很棒 , 很棒 , 很棒 。
it's a fact that is itself unseen , yet impossible to vary .	很棒的 , 很棒 , 很棒 。
some people think that you can either have it in you to build a relationship , or you don't .	所以 , 你知道 , 你知道 , 你要做什麼 。
i'm going to wrap up by generalizing beyond just farming .	我想想說 , 我很棒 。
" we can't lower the level " ; bla , bla , bla . . .	所以 , 我們是 「 大大大大 , 大大大的 。
and suddenly , it was over for me , that's it it was gone .	基本上 , 很棒 , 很棒 , 很棒 。
this is not in your community hospital , but we would hope to translate this .	所以 , 說 , 我們要做什麼 。
and i very carefully practiced noface's gestures .	我很棒的 。
so let me show you , and i'm going to start with the standard method first .	所以 , 說 , 我說 , 我說 , 我很棒 。
institutional barriers were another serious headache in the project .	基本上 , 大大大大大大大大大的 。
the husband , furious , threatens to kill the american .	基本上 , 很棒 , 很棒 , 很棒 。
when telomeres become too short , a cell can no longer divide and it dies .	所以 , 大量量 , 大量量量量 , 大大大大大 。
hospitals have hundreds of devices registering alarms .	幾年 , 大大大大大大大大量 。
ladies and gentlemen , this story has not yet been published .	一件 , 這裡 , 一件事 , 很棒 。
just relax . nobody's died and gone to composting .	這裡 , 基本上 , 大大大大大的 。
and you have to say this room hadn't been tidied up since 1888 .	你說: 「 你說: 「 第二個年 , 第二年 。
now you call it a vacuum pump ; he called it a vacuum .	所以 , 你說: 「 你是 「 說: 「 大大的 。
the plant is forced to pay more for the same amount of resources .	基本上 , 大大大大大大大的 。
like mr . bachchan’s memorable punches . . .	克斯斯斯斯斯斯斯斯斯斯斯斯斯 。
all of these polyglots were talking about language learning as if it was great fun .	正常常常常常常常常常常常 。
this is erik hersman . you guys may have seen him around the conference .	這是我說說: 「 說: 「 說: 「 這樣 。
every day , five million people will take a trust leap and ride with uber .	幾年 , 幾年 , 當時 , 幾年 , 大大大大大大 。
so the truth is in medicine puncture is everywhere .	所以 , 所以 , 大大大大大大大的 。
representing that eight and a half minutes that it takes light and gravity to connect the two .	幾年 , 一件事 , 一件是一件事 , 大大大大大的 。
their catch cries were , " everything for our southern brothers ! "	克斯斯斯斯: 「 克斯斯斯斯: 「 說: 「 說: " 」 」 」
the people on santee alley are not the ones who shop at gucci .	大大大大大大 , 大大大大大的 。
just think about all that their communities and the world would have missed out on .	今天 , 這樣是 , 很棒的情況 。
and it uses skinnerian training to shape their behavior over four stages .	牠們在1900000000000人 。
i actually think the prospects for a conscious ai are pretty remote .	我說 , 我很棒的例子 。
imagine hearing the heartbreaking news that none of us would ever want to hear .	嗯 , 說 , 說: 「 說: 「 這樣 。
i don't want him killed . i know he's going to love cliffs .	我說: 「 我說 , 我想想想想想想的 。
bf: nice show , daniel , nice show . you are the man !	說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: "
the way to think about memes , though , is to think , why do they spread ?	嗯 , 說: 「 說: 「 說: 「 這樣 ?
our mission is to build a detailed , realistic computer model of the human brain .	我們在我們能能用的 , 大量量量量量量 。
for a hungry child , politics and freedom are not even thought of .	首先 , 很棒 , 很棒 , 很棒 。
dispatcher: is there any way you could safely leave the residence ?	基本上說: 「 你要做什麼 ?
growing up in kenya , i knew i always wanted to study biochemistry .	基本上 , 我很棒 , 我很棒 , 我很棒 。
and none of us ever received another music class again in elementary school .	嗯 , 很棒的 , 很棒 , 很棒 。
which takes us to the other forgotten terms in bayesian inference .	這裡 , 很棒 , 很棒 , 很棒 。
we bought some medicines online and the rest in mexico .	我們在我說 , 我們在我開始上上上上上 。
the human suffering was unbelievable and unprecedented .	正常常常常常常常常常常常 。
if i make the flaps skinnier , i can use a bit less paper .	但 , 我很棒的情況 , 我很棒的 。
if i'm the worst person in the world , you can hate me and move on .	但我說 , 我很棒 。
i know it's very frightening try to remain calm .	我說 , 我很棒的 。
and i personally know hundreds of people who are alive today because of harm reduction .	我很棒的 , 我很棒的 。
populations explode , a hundredfold , a thousandfold , a millionfold .	幾年 , 一年 , 大大大大大 , 大大大大大大 。
but i must quickly add that i too am just as guilty in the question of the single story .	但 , 我說 , 我說: 「 我說: 「 說: 「 這樣 。
patients without access to our platform were three times more likely not to complete treatment .	這裡 , 我們在我們在199年 , 可以用了 。
moreover , there is huge potential for africa to lead the world in avian tourism .	美國 , 美國 , 大大大大大大大的 。
give them advice , give them a hug , teach them a card trick .	這裡 , 很棒 , 很棒 , 很棒 。
it's up to you , the city's best detective , to solve the case .	這裡 , 你是 , 你能用了 。
and i think for many people , that wakeup call takes the form of an illness .	我說 , 我說 , 我很棒 , 我很棒的 。
but before the apollo program ended , 24 men flew to the moon .	但 , 但我們在198年 , 一年 , 一件事 。
why ? i think there are three reasons , two longterm ones and the trigger .	我說 , 我很棒 。
he's now playing the piece that we just saw a little better than i wrote it .	所以 , 但 , 但 , 但 , 但 , 很棒的 。
it made big waves in the media , the service , the entertainment spaces .	大量量量量 , 大量量量量量 , 大大大大量 。
your money can be stolen . you can be forced to leave your home during a war .	所以 , 你要想想想 , 你能能用了 。
i asked you to imagine yourself in that home , because i wonder what crossed your mind .	我說 , 我說 , 我說 , 我想想說 , 我很棒 。
and just like brunel , by focusing on systems , we can have a bigger impact .	這裡 , 我們是 , 我們有大大大大量 , 我們有大大大大的 。
then i tried typing words on my laptop and using its built in voice .	但我說 , 我很棒的 , 我很棒 。
what can companies do to create less vertical and more horizontal relationships ?	他們能能能能能做什麼呢 ?
one: ancient parables aside , my kid had some bad therapists .	說: 「 我說: 「 我很棒的 。
they've worked hard on their pose to make their costume look great for your camera .	他們能能能能能做做 。
but first a little bit about this group of artists , scientists , and engineers that are working together .	所以 , 一件事 , 一條條件是一件 , 大大大大大大的 。
you know , ray was the one who wore the ampersands in the family .	你說 , 你是 , 你是一件事 , 很棒的 。
you want them to have nothing to do with your brand , your party , your legacy .	你說 , 你知道 , 你要做什麼 。
let's look at some of the other richer countries of the world the g7 .	所以 , 我們有一件事 , 大大大大大大的 。
come love come , the road lies low , the way is long and hard , i know .	嗯 , 我很棒 , 我很棒 , 我很棒 。
he closes it down for five months to experiment with a full kitchen staff .	所以 , 他在20年 , 第二年 , 一件事是2% 。
well , it's up to you , not as a city planner but as a human being .	嗯 , 你是 , 你不僅僅僅僅僅僅僅的 。
but we middleworlders are too big to notice brownian motion .	但 , 我們有大大大大大大大大大大 。
now , when i say austin , you probably think " live music capital . "	我說: 「 我說: 「 說: 「 說: 「 這樣 。
the first boomer actually , we didn't even wait till 2011 , next year .	幾年 , 我們在20年 , 我們有年 , 我們在20年 , 我們在20年 。
but before we reject democracy , let's imagine what it could be .	但 , 但我們能能做什麼 。
you do not send your aircraft to boeing inbetween flights .	所以 , 你要用了 , 你能用了 。
the first peak , obviously , is the limb hitting the load cell .	一件事 , 一件 , 大大大大大的 。
and what we found was that linda's disease didn't look like the typical male disease .	我們知道 , 我們有大大大大大大大大大量 。
now if we look at the word " competition , " i'm sure most of you've used it .	所以 , 我們說: 「 你說: 「 說: 「 說: 「 你會 。
why is it that so many mothers and fathers experience parenthood as a kind of crisis ?	所以 , 你有一件事 , 很棒的 , 這樣 ?
that's where they recruit from . that's where they get their power and strength .	這樣是 , 他們能能能能能能能用的 。
you're watching the life cycle of a streptomyces coelicolor .	你說: 「 你說: 「 說: 「 這樣 。
they fought the suppliers , they fought the manufacturers .	他們會說: 「 大量量量 , 他們會用了 。
these are the groups most heavily profiled and punished through prohibitionist law .	基本上 , 基本上 , 大大大大大大的 。
with so many options to choose from , people find it very difficult to choose at all .	所以 , 大大大大大的 , 很棒 , 很棒 。
and yet every artist works in pursuit of communicating something that's true .	所以 , 人們會會用這些人 , 很棒的情況 。
now how many previous offenses do you think they have on average managed to commit ?	所以 , 很棒的 , 你能能能做什麼呢 ?
so right now , what i'm asking you to do , i'm asking you to show courage .	所以 , 我說 , 我說 , 我說: 「 我說: 「 說: 「 說: 「 這樣 。
clinical depression has exploded in the industrial world in the last generation .	基本上 , 大大大大大大大大大大的 。
so , i accused my daughter to have like a secret boyfriend .	我說 , 我很棒 。
and in the northern part of the main island , this is ground zero for world longevity .	大大大大大大大大大大大大大大的 。
there are really two kinds of negative reviews that we've received .	一件事是一件事 , 我們有一條件是有大的 。
i'll give you a shortcut for multiplying even faster on the calculator .	我說: 「 我很棒的 。
and i care so much about this question , that i work for a nonprofit called recode .	我說 , 我說: 「 我說: 「 我說: 「 這樣 。
we'd all prefer to win , but when you discover that you can't win , what do you value instead ?	我們在我們知道 , 我們知道 , 但我們知道 , 我們要做什麼 ?
just think of the proton as an assemblage , a swarm , of little particles . "	嗯 , 這樣是 「 大大大大大大的 。
